Text,Sentiment,Emotion
'Αυτος ο κίναιδος έμπαινε στα σπίτια του κόσμου ως δάσκαλος λύρας στα παιδιά',NEGATIVE,ANGER
'Λέει τώρα η γειτονιά ότι το παιδί έμπαινε σε μαγαζιά και έπεφταν τα ρολά',NEGATIVE,ANGER
'Αυτοί είστε ρε',NEGATIVE,ANGER
'Όπως φάγατε τα μούτρα σας με τη Μπίκα MeToo έτσι θα γίνει και με τον Όλιβερ',NEGATIVE,ANGER
'Παλιότερα είχε κατηγορηθεί για κατοχή και διακίνηση πορνογραφικού υλικού και τον είχαν εξω',NEGATIVE,ANGER
'Το περίφημο φιλί του προέδρου του Ισπανικού ποδοσφαίρου στην Τζένη Ερμόζο έχει λάβει διαστάσεις MeToo με τη χώρα να χωρίζεται σε «στρατόπεδα»',NEGATIVE,SURPRISE
'είναι να πεις Not all men είσαι μέρος του προβλήματος',NEGATIVE,ANGER
'όλοι και όλες είναι με το MeToo μέχρι να κατηγορηθεί ένας φίλος τους τότε πετάνε χαρταετό',NEGATIVE,ANGER
'Αν δεν την είχε δείρει ούτε στο νοσοκομείο θα ήταν που συνεπάγεται ότι δεν θα πάθαινε και ποτέ από τη λοίμωξη',NEGATIVE,SADNESS
'Κορίτσια όσο φοράτε στριγκάκιακολάνΜπραζίλιαν και ντεκολτέ μέχρι τον αφαλό τα αγοράκια επιτρέπεται να εκθειάσουν τις οποίες βυζάρες και κωλάρες μοστράρετε ή θα θεωρηθούν σεξιστές και ανώμαλοι;',NEGATIVE,ANGER
ΟΧΙ,NEGATIVE,ANGER
'MeToo και τα αρχίδια μου κουνιούνται',NEGATIVE,ANGER
'Έχει αρχίδια η Παπαρίζου?',NEGATIVE,ANGER
'πέφτω από τα σύννεφα',NEGATIVE,SURPRISE
'το κίνημα του metoo (ως νεοφεμινισμός)',NEUTRAL,NO-EMOTION
'μια η απόφαση σταθμός του Kevin Spacey',NEUTRAL,NO-EMOTION
'ακόμα και τώρα εν έτη 2023 μετά από τόσες προσπάθειες του κινήματος MeToo η κοινωνία μας παραμένει το ίδιο βαθιά πατριαρχική και οπισθοδρομική',NEGATIVE,DISGUST
'το ότι έχεις εσύ κόμμα και βήμα λόγου είναι το λάθος αλλά τι να κάνουμε',NEGATIVE,ANGER
'έτσι κάνουν και οι αιλίνες και φώτο Μίχου',NEGATIVE,ANGER
'Αυτό πρεσβεύει η αριστερά και κάθε προοδευτικό άτομο',NEGATIVE,ANGER
'Σωστά θύμωσες',NEGATIVE,ANGER
'Κυριολεκτικά όμως',NEGATIVE,ANGER
'Δεν υπάρχει πιο σιχαμένο κοινωνικό καρκίνωμα σήμερα από τις φεμινιστριες και το metoo',NEGATIVE,DISGUST
'Το ίδιο και στο Instagram',NEGATIVE,SURPRISE
'τέλειοι γονείς μην ξεχάσετε να υποστηρίξετε το MeToo ε;',NEGATIVE,DISGUST
'Όχι δεν ήταν υπερβολές δημοσιογράφων',NEGATIVE,ANGER
'Μην περιμένετε κανένα Metoo να θυμηθει ξαφνικά τα θύματα',NEGATIVE,ANGER
'Εκμεταλλεύτηκε το ότι ήταν μεθυσμένο και με χαλαρές αντιστάσεις',NEGATIVE,DISGUST
'σε πέντε χρόνια θα είναι έξω και θα σκοτώσει και άλλη',NEGATIVE,ANGER
Ζώα,NEGATIVE,ANGER
'H κοπέλα μπορεί να είναι η μάνα η αδερφή η κόρη του καθενός Έλληνα πολίτη',NEGATIVE,SADNESS
'δεν υπάρχει άλλη οπτική',NEGATIVE,ANGER
'(Ναι έχουν διάφορα rooms ανά νομό για να ξέρουν από που είναι η κάθε μια)',NEGATIVE,ANGER
'Θα σερβιριστεί τσάι με κουλούρι',NEGATIVE,ANGER
'Καλά Κρασιά και Καλά Χριστούγεννα (του Χρόνου κάτι θα γίνει βλέπουμε)',NEGATIVE,ANGER
'Οι άγαμες λεσβίες γατομάνες της αριστεράς προφανώς και δεν θα κάνουν κάποια διαδήλωση γιατί ο δράστης είναι αλλοδαπός και επειδη τις Κυριακές καθαρίζουν τους δονητές τους',NEGATIVE,ANGER
'Με τον καιρό έπεσαν οι μάσκες',NEGATIVE,ANGER
'Όπως τα λέει',NEUTRAL,NO-EMOTION
'Ο θρασύδειλος',NEGATIVE,ANGER
'Καλα ρε δεν ντρέπεστε να υποστηρίζετε ακόμα αυτό το φασιστικοναζιστικό κίνημα;',NEGATIVE,ANGER
'MeToo ρε',NEUTRAL,NO-EMOTION
'Γιατί το MeToo παραμένει σιωπηλό και δεν κάνει χαμό όπως σε άλλες αντίστοιχες περιπτώσεις;',NEGATIVE,ANGER
'Εδώ θα είναι αλλιώς και οι Ταλιμπάν θα τους φερθούν ευγενικά',NEGATIVE,ANGER
'Άλλη μια γυναικοκτονία',NEGATIVE,SADNESS
'Και όλα αυτά στην χώρα με το μεγαλύτερο δημογραφικό πρόβλημα παγκοσμίως',NEGATIVE,ANGER
'Πρέπει να μάθουμε να μιλάμε να καταγγέλλουμε',NEGATIVE,ANGER
'τη Γεωργία από τη Θεσσαλονίκη και να υπερασπίζει τους βιαστές',NEGATIVE,DISGUST
'Πουτάνα όλα',NEGATIVE,ANGER
'Αυτός λοιπόν ο Έλληνάρας ο μάγκας ο πολλά βαρύς',NEGATIVE,ANGER
'Το metoo θα ετοίμαζε μεγάλη διαδήλωση με χάπενινγκ από τη Λάλε αλλά το ανέβαλαν λόγω των Χριστουγέννων',NEGATIVE,ANGER
'Για μένα Χ',NEGATIVE,ANGER
'Όλα τα σόσιαλ είναι ένα εργοστάσιο που παράγει ανώμαλους πόρνες life coaches μοντέλα κομματόσκυλα και vigilante καλλιτέχνες',NEGATIVE,ANGER
'Δυστυχώς όμως μάλλον θα μείνουν όλα τα σκουπίδια ατιμώρητα',NEGATIVE,SADNESS
'Δεν τον στέλνεις στο νοσοκομείο',NEGATIVE,ANGER
'Αυτές που ήθελαν ανοιχτά σύνορα και τον κάθε παραβατικό να κυκλοφορεί ελεύθερα τώρα κυκλοφορούν οπλισμένες ',NEGATIVE,ANGER
'Το ότι το νομοθετικό πλαίσιο για την παρένθετη μητρότητα είναι προβληματικό το ξέρουμε',NEGATIVE,ANGER
'200 κιλά το κάθε ένα σε σχέση με τις ρόμπες τις δικές μας',NEGATIVE,ANGER
'κοίτα υποκλίσεις και σεβασμό από όλους',POSITIVE,JOY
'και τρέχεις τώρα να χλευάζεις όσα θύματα είχαν το θάρρος να καταγγείλουν και να υπερασπίζεις βιαστές',NEGATIVE,ANGER
'Την Πέμπτη διενεργήθηκε αυτοψία αλλά τα αποτελέσματα δεν έχουν ακόμη δημοσιοποιηθεί',NEUTRAL,NO-EMOTION
'Δεν θα έχουν',NEGATIVE,ANGER
'τετραπέρατο IQ',NEUTRAL,NO-EMOTION
'Όσοι πιστεύετε ότι υπάρχει MeTooσε αυτόν τον βρώμικο χώρο της τηλεόρασης και περιμένατε να πούνε για Κατσαΐτη είστε βαθιά γελασμένοι',NEGATIVE,ANGER
'Όταν είσαι με το Metoo αλλά είσαι το ζώο που δεν ξέρεις το τι σου γίνεται ούτε τον πρόεδρο σας',NEGATIVE,ANGER
'Συριζοπούλα Αριστεροπούλα και λοιποί αναρχοκαπήλοι είστε οι καλύτεροι σκηνοθέτες',NEGATIVE,ANGER
'Το πρώτο που έκανε στις φυλακές ήταν να ζητήσει 24Tv με ακουστικά',NEGATIVE,DISGUST
'Πάμε πάλι: στην πατριαρχία το να πέσεις σε πατριαρχικό σύντροφο στατιστικά φέρει τις πιο πολλές πιθανότητες',NEGATIVE,ANGER
'Έχω την εντύπωση πως κάτι τέτοια απαξιώνουν το MeToo',NEGATIVE,ANGER
'τι να σχολιάσω?',NEGATIVE,DISGUST
'Η Όλγα μπορεί να έπαθε λοίμωξη του αναπνευστικού αλλά στην ουσία η βασικότερη αιτία που πέθανε ήταν ο ξυλοδαρμός από το καθίκι που την έδειρε',NEGATIVE,ANGER
'ΑΠΛΑ ΔΕΝ ΓΙΝΕΤΑΙ ΤΡΕΙΣ ΜΕΡΕΣ ΟΛΑ ΤΑ ΣΕΞΙΣΤΑΚΙΑ ΕΠΙΘΕΣΗ ΚΑΙ ΟΥΤΕ ΜΙΑ ΔΕΝ ΗΡΘΕ ΝΑ ΠΕΙ ΜΙΑ ΚΟΥΒΕΝΤΑ ΜΙΑ',NEGATIVE,ANGER
'Συμφωνώ με το αίτημα του Πολωνού Πρωθυπουργού για το φριχτό έγκλημα που έγινε στην Κώ',NEGATIVE,SADNESS
'όσες και όσοι  αληθινά θυμώνουν για την αδικοχαμένη αδελφή μας στην Κω θα πρέπει να μπουν στο κίνημα για την ένταξη του όρου γυναικοκτονία στο ποινικό μας σύστημα πόσες γυναίκες ακόμα θα θυσιαστούν',NEGATIVE,ANGER
'Εύχομαι σε όλους τους επιλεκτικούς αριστερούς αλληλέγγυους και τις διεθνείς εργάτριες να βρούν την τύχη της Αναστασίας',NEGATIVE,ANGER
'Τα σχόλια στα τουιτ μου είναι η απόδειξη πως η υποκρισία περισσεύει',NEGATIVE,ANGER
'τώρα είναι απλά Παρασκευή…',NEUTRAL,NO-EMOTION
'Να τους έχουν κάνει απο την πρώτη μέρα φύλλο και φτερό',NEGATIVE,ANGER
'Αυτό που δε σας λένε τα κανάλια για την υπόθεση της 14 χρονης στη Νέα Σμύρνη είναι πως το αστυνομικό τμήμα βρίσκεται ακριβώς απέναντι από το Ίδρυμα',NEGATIVE,ANGER
'Και αυτό συμβαίνει πολύ συχνότερα από όσο μπορεί κάποιος να φανταστεί αλλά πολλές φορές δεν γίνονται καταγγελίες από τον φόβο στοχοποίησης ή επειδή οι δράστες έχουν δύναμη και απειλούν',NEGATIVE,SADNESS
'Η Ρένεση δεν έβαλε στόμα μέσα για ότι έγινε στα Τέμπη (και πάρα πολύ καλά έκανε)',POSITIVE,JOY
'Νομίζω ότι αυτά που είπε δείχνει ακριβώς τι σίχαμα είναι',NEGATIVE,ANGER
'ο φόβος',NEGATIVE,FEAR
'Το μόνο που θέλω να πω εγώ είναι ότι πρέπει να είμαστε πάντα κατά των θυτών ανεξάρτητα από το αν ψηφίζουν τα ίδια με εμάς αν έχουν την ίδια καταγωγή ή θρησκεία με εμάς',NEGATIVE,ANGER
'Έξω και αυτός',NEGATIVE,ANGER
'δεν βλέπετε πως όλοι παίζουν ρόλο;',NEGATIVE,DISGUST
'Και ομως η γενιά μας είναι περισσότερο προκατειλημμένη από την γενιά των γονιών μας',NEGATIVE,SADNESS
'Ότι δεν φέρονται στον λευκό όπως στον μελαμψό;',NEGATIVE,ANGER
'Δεν ήταν μελαμψούλα βλέπεις',NEGATIVE,ANGER
'Εξάσκηση λιθοβολισμού',NEGATIVE,ANGER
'Ένα thread προς εκείνους/ες που από άγνοια ή σκοπίμως χρησιμοποιούν αυτό το ερώτημα για να ενοχοποιήσουν το θύμα',NEGATIVE,ANGER
μαζευτείτε,NEGATIVE,ANGER
'Για όσους δε γνωρίζουν ο παίχτης είχε κατηγορηθεί από την κοπέλα του για ξυλοδαρμό και βιασμό',NEGATIVE,ANGER
'δηλαδή επιχείρημα κατά θυμάτων βίας από τα έγκατα της πατριαρχίας',NEGATIVE,ANGER
'Ένα κίνημα που αναπτύχθηκε και πήρε διαστάσεις στα ΜΚΔ',NEUTRAL,NO-EMOTION
Υποκριτές,NEGATIVE,DISGUST
'Αεί σιχτίρ πια με τον κάθε προβληματικό',NEGATIVE,ANGER
'Την καλησπέρα μας στην γυναίκα που δεν γύρισε το μάγουλο από την άλλη όπως λένε οι τραγόπαπες αλλά θα κινηθεί νομικά',POSITIVE,JOY
'το metoo σαν να μην έγινε ποτέ',NEGATIVE,ANGER
'Η απόπειρα βιασμού (που μπορεί να έχει άπειρες προεκτάσεις) είναι ένα κακούργημα που καταστρέφει για ΠΑΝΤΑ τη ψυχή μιας κοπέλας',NEGATIVE,ANGER
'ΌποIος υποστηρίζει την τσατσά Μαργέτα που εκβίασε συναισθηματικά μια απελπισμένη γυναίκα καρφώνοντας την παραμικρή της κίνηση στον γιό της και τώρα το παίζει μετανοούσα να μην ξεχάσει να κράξει στο MeToo',NEGATIVE,ANGER
'Αν έβγαιναν αυτές οι εικόνες με θύματα Παλαιστίνιους και θύτες Ισραηλινούς θα είχαν γίνει ήδη σύμβολο πλακάτ γκράφιτι σε τοίχους θα είχε καεί η Ευρώπη',NEGATIVE,ANGER
'Είναι Μαροκινός οπότε ΟΛΑ ΚΑΛΑ είχε και τις ευλογίες της μανούλας και την απόλυτη σιωπή του',NEGATIVE,ANGER
'Άρρωστα μυαλά',NEGATIVE,DISGUST
'Φρίκη και οργή νιώθω',NEGATIVE,ANGER
'Άλλο να είσαι παρατηρητής και άλλο να το βιώνεις',NEGATIVE,SADNESS
'Επειδή αυτό το τελευταίο φοριέται πολύ σε διεφθαρμένες τριτοκοσμικές χώρες με ανύπαρκτη δικαιοσυνη',NEGATIVE,ANGER
'εάν θέλαμε',NEGATIVE,SADNESS
'να μην σας στήσουν στον τοίχο για την προδοσία της Μακεδονίας',NEGATIVE,ANGER
'Η πατριαρχία σκοτώνει',NEGATIVE,ANGER
'Πέτρος Φιλιππίδης: Οκτώ χρόνια κάθειρξη αλλά ελεύθερος με αναστολή',NEGATIVE,ANGER
'Το δικαίωμα στο όχι και η υποχρέωση να το σεβαστεί ο άλλος πάντα υπάρχει',NEGATIVE,ANGER
'Υπάρχει και χειρότερο από το «Ήμουν μεθυσμένος και δεν κατάλαβα ότι τη χτύπησα τόσο πολύ»',NEGATIVE,ANGER
'Αλλά όταν είμαστε (όσοι είμαστε) υπέρμαχοι του κινήματος metoo δεν γινόμαστε επιλεκτικοί',NEGATIVE,ANGER
'Για την 27χρονη στην Κω που την βίασαν τη σκότωσαν και την πέταξαν στο πηγάδι είπαν τίποτα αυτές του MeToo;',NEGATIVE,ANGER
'Προς το παρόν όλα καλά',POSITIVE,JOY
'Η αλήθεια είναι μία',NEUTRAL,NO-EMOTION
'Προσοχή στο κενό μεταξύ οργής και κακοποίησης θυμάτων βίας',NEGATIVE,ANGER
'Το ηθικό δίδαγμα του νήματος είναι ότι αν υπάρχει οποιαδήποτε δυνατότητα σε κάποιες περιοχές να περπατάμε οι γυναίκες με σχετική ασφάλεια είναι επειδή κάποιες άλλες πριν αμύνθηκαν',NEGATIVE,SADNESS
'Βάσει διαφόρων που διαβάζω και ακούω',NEUTRAL,NO-EMOTION
'γιατί εδώ έζησες στο σκοτάδι',NEGATIVE,SADNESS
'Τι διάολο περονόσπορος έπεσε;',NEGATIVE,SURPRISE
'ώστε να μην αντιλαμβάνεσαι την τοξικότητα της σκέψης σου',NEGATIVE,ANGER
'Απογοήτευση και η Δανάη',NEGATIVE,SADNESS
'πολύ δε περισσότερο κινηματικού',NEGATIVE,ANGER
'Καταλάβετε επιτέλους ότι δεν κρατάμε κάποιον με το ζόρι',NEGATIVE,ANGER
'Τώρα ΤΟΥΜΠΕΚΙ ',NEGATIVE,ANGER
'επιβάλλεται ως 1ο βήμα αντιμετώπισης η νομική αναγνώριση από την κυβέρνηση της “γυναικοκτονίας”',NEGATIVE,ANGER
'Το ότι έχουμε κρατικό καπιταλιστικό πατριαρχικό δίκαιο που δύσκολα μπορεί να κατανοήσει κάτι τέτοιο δεν σημαίνει ότι η κυοφορούσα μητέρα είναι λιγότερο μητέρα από αυτή που δίνει ωάριο',NEGATIVE,ANGER
'Διαλέγουμε προσεκτικά',NEGATIVE,ANGER
'αυτό το καθίκι γιατί να του αξίζει να έχει και άλλες ευκαιρίες ή να του αξίζει κάποια στιγμή να αποφυλακιστεί',NEGATIVE,ANGER
'Βρες κάτι άλλο',NEUTRAL,NO-EMOTION
'Την ιδια ακριβως μεθοδολόγια ακολούθησαν για να φέρουν το Metoo στην Ελλάδα',NEGATIVE,ANGER
Μιλήστε,NEGATIVE,ANGER
'Ενοχλεί η ιδέα ότι η κυοφορία είναι μέρος της βιολογικής γονεϊκότητας',NEGATIVE,ANGER
'Ναι για να φτάσει στα σαράντα της μόνη και στείρα (άντε με κάνα σκυλί παρέα) και να αρχίσει να παίρνει δεξιά και αριστερά τηλέφωνα μπας και την παντρευτεί κάποιος',NEGATIVE,ANGER
'Και να είναι και τα δύο σου χέρια πάντα ελεύθερα',POSITIVE,JOY
'Τα θύματα έγιναν βορά στα (σόσιαλ)μιντιακά θηρία και θιασώτες του καθημερινού σεξισμού έγιναν ξαφνικά όψιμοι/ες φεμινιστές/ριες',NEGATIVE,ANGER
'Στηρίζει πολύ καιρό την υπερπροσπάθεια του Μητσοτάκη να φτιάξει το δικό του MeToo',NEGATIVE,ANGER
'Έδινε ναρκωτικά στα δύο ανήλικα και στη συνέχεια ασελγούσε πάνω τους',NEGATIVE,ANGER
'Εφόσον η δικαιοσύνη στην Ελλάδα είναι τυφλή',NEGATIVE,ANGER
'Και δεν κουνιέται φύλο βλέπεις ήταν άντρας οπότε δεν ασχολούμαστε ούτε διαρρηγνύουμε τα ιμάτια μας',NEGATIVE,ANGER
'Διαστάσεις επιδημίας έχει πάρει ο βιασμός',NEGATIVE,DISGUST
'Είναι μια σημαντική νίκη αυτή',POSITIVE,JOY
'Το άλλο είναι να φύγεις',NEGATIVE,FEAR
ΑΙΣΧΟΣ,NEGATIVE,DISGUST
'Έσπασε η σιωπή και ο φόβος',POSITIVE,JOY
'Ας ξανά μιλήσουν πάλι',NEGATIVE,ANGER
'Και φυσικά των καναλιών μη και χαλάσει το αφήγημα με τους ειρηνικούς μετανάστες',NEGATIVE,DISGUST
'εδώ θα ξεχαστείς γρήγορα',NEGATIVE,SADNESS
'Χάιντε ένας ένας',NEGATIVE,ANGER
'ούτε ότι υπάρχουν διαφορετικοί σεξ/προσανατολισμοί',NEGATIVE,ANGER
'Να θεωρούνται ντελιβερούδες σε πουτσαρία',NEGATIVE,ANGER
'Κάθονται στο διπλανό γραφείο',NEGATIVE,FEAR
'Και στις 2 περιπτώσεις μη διστάσεις να ζητήσεις βοήθεια',NEGATIVE,SADNESS
'μια χαρά',POSITIVE,JOY
'Πολύ σωστά αναρωτιέστε κ. Αλεξανδράκη',NEUTRAL,NO-EMOTION
'Η Κρήτη δεν πήρε χαμπάρι',NEGATIVE,ANGER
'Αν θυμάμαι καλά είχε πέσει όλο το MeToo πάνω της για υποστήριξη στην υπόθεση του βιασμού',NEGATIVE,ANGER
'κάποια στιγμή να πούμε για τις παρενοχλήσεις και κακοποιήσεις που λαμβάνουν χώρα εκεί που κάποιοι πάνε να δουλέψουν για την κοινότητα',NEGATIVE,ANGER
'Η κανονικότητα επιστρέφει σιγά σιγά',POSITIVE,JOY
'ΕΔΕ σε ποιον;',NEUTRAL,NO-EMOTION
'Δεν κερδίζεις καμιά εντύπωση ούτε λες και τίποτα ουσιώδες παπαγαλάκι της woke κουλτούρας και του MeToo',NEGATIVE,ANGER
'Η πιο εκνευριστική είναι η Μπάρκα που μου θυμήθηκε ξαφνικά να είναι εγκρατής',NEGATIVE,ANGER
'τότε είσαι άξιος της μοίρας σου',NEGATIVE,ANGER
'Του MeToo το κάγκελο γίνεται στον ΣΥΡΙΖΑ',NEGATIVE,ANGER
'Αναγκάζεσαι να κοιμάσαι με τον εχθρό σου γιατί ξέρεις πως διαφορετικά κινδυνεύεις',NEGATIVE,FEAR
'ας σοβαρευτούμε καλύτερα',NEGATIVE,ANGER
'Στην Ελλάδα υπάρχει Δημοκρατία και Κράτος Δικαίου',POSITIVE,JOY
'δεν μας ενδιαφέρει κανένας διάσημος',NEGATIVE,ANGER
'Ίσως να συχνάζεις για παρηγοριά εκεί τριγύρω στο κέντρο στο γκέτο',NEGATIVE,ANGER
'Έντονα αμυντική στάση που προδίδει εκνευρισμό',NEGATIVE,ANGER
Φύγετε μακριά απ τα τέρατα δολοφόνους σας',NEGATIVE,FEAR
'Η έμφυτη πονηριά από την μία και η πλήρης ανικανότητα ανάληψης ευθύνης',NEGATIVE,ANGER
'Πώς νιώθεις που ο δολοφόνος της Αναστάζια από τη μέρα που δεν βυθίστηκε η βάρκα του μέχρι και σήμερα πήγαινε στο ΑΤΜ και έβγαζε λεφτά από τους φόρους σου',NEGATIVE,ANGER
'Δε ντρέπεστε λίγο ρε να αναπαράγετε μακελειό;',NEGATIVE,ANGER
'Μη περιμένετε να σας τις φέρουν τέσσερις',NEGATIVE,ANGER
'Ρένα μου',NEUTRAL,NO-EMOTION
'Που οφείλεται και είναι η αλήθεια που αποκρύπτει η προπαγάνδα;',NEGATIVE,ANGER
'λογικά κάτι θα βρουν',NEGATIVE,ANGER
'θα μπορούσε να είναι κάθε γυναίκα',NEGATIVE,ANGER
'δεν φοβούνται επιλεκτικά με κριτήριο τη φυλή το χρώμα την εθνικότητα',NEGATIVE,ANGER
'Για να καταλάβεις φίλε μου το θέατρο και το μέγεθος της σαπίλας του συστήματος',NEGATIVE,DISGUST
'Το ζήτημα είναι ότι και ο ίδιος ο Κυριαζής έχει «αποκληρώσει» αυτό το σκίτσο εδώ και χρόνια',NEGATIVE,ANGER
'Πρέπει στους λαθρομετανάστες να δίνεται αυτός ο χαρακτηρισμός ώστε να ξεχωρίζουν απο την αρχή ότι έρχονται με το καθεστώς της παρανομίας στην Ελλαδα',NEGATIVE,ANGER
'Η ασθένεια μαστίζει κομμούνια συριζαυγίτες ψεκοδεξιούς και MeToo',NEGATIVE,ANGER
'Ο νόμος είναι ταξικός',NEGATIVE,ANGER
'Άλλη μια από μας θα λείπει',NEGATIVE,SADNESS
'Είτε είμαστε όλοι ΜΑΖΙ',NEGATIVE,SADNESS
'Ο κουραδόμαγκας Μπρέλλας ξυλοκόπησε τη γυναίκα του μέχρι θανάτου',NEGATIVE,ANGER
'Εν τω μεταξύ',NEUTRAL,NO-EMOTION
'Τι μπαγκλαντές και μαρακές μας τσαμπουνάτε;',NEGATIVE,ANGER
'Απαιτούμε δικαίωση και σεβασμό στην μνήμη της',NEGATIVE,ANGER
'Μωρέ μαλάκα κοπρόσκυλο τι σου έφταιξε το κορίτσι;',NEGATIVE,ANGER
'όλοι αυτοί οι πονόψυχοι έχουν μιλήσει ποτέ με Μπάγκλα να δούν τι άποψη έχουν για την λευκή ευρωπαία γυναίκα',NEGATIVE,DISGUST
'είναι γεγονός',NEGATIVE,ANGER
'πρόκειται για δυναμικότατη και λαλίστατη κυρία η οποία αρθρογραφεί σε εφημερίδες είναι δίπλα στον πρόεδρο κτλ και έχει στηρίξει το MeToo',POSITIVE,JOY
'με μαύρο δάκρυ κλαίει για τα λεφτά που θα πάρει',NEGATIVE,ANGER
'Δεν νομίζεις ότι οι πράξεις είναι δυνατότερες απο τα λόγια;',NEGATIVE,ANGER
'Guess what βλακέντιε',NEGATIVE,ANGER
